Category,Region,Inventory Level,Price,Discount,Weather Condition,Promotion,Demand,Product_UID,Weekday
Groceries,North,218,18.83,10,Snowy,1,164,S005_P0005,Tuesday
Groceries,North,0,53.05,10,Snowy,0,80,S005_P0006,Tuesday
Groceries,North,163,87.87,15,Snowy,1,157,S005_P0007,Tuesday
Groceries,North,123,72.27,5,Snowy,0,162,S005_P0008,Tuesday
Groceries,North,330,83.39,25,Snowy,1,146,S005_P0009,Tuesday
Groceries,North,436,67.01,0,Snowy,0,118,S005_P0010,Tuesday
Electronics,North,79,85.83,0,Snowy,0,99,S005_P0011,Tuesday
Furniture,North,0,96.76,15,Snowy,1,41,S005_P0012,Tuesday
Groceries,North,328,77.38,15,Snowy,1,165,S005_P0013,Tuesday
Furniture,North,219,150.93,20,Snowy,1,97,S005_P0014,Tuesday
Groceries,North,315,49.18,0,Snowy,0,92,S005_P0015,Tuesday
Toys,North,191,36.59,0,Snowy,0,93,S005_P0016,Tuesday
Toys,North,130,29.38,25,Snowy,1,107,S005_P0017,Tuesday
Clothing,North,174,19.53,15,Snowy,1,112,S005_P0018,Tuesday
Furniture,North,158,126.83,0,Snowy,0,37,S005_P0019,Tuesday
Toys,North,124,33.42,5,Snowy,0,119,S005_P0020,Tuesday
Electronics,North,319,59.56,25,Snowy,1,110,S001_P0001,Wednesday
Clothing,North,148,57.54,10,Snowy,0,89,S001_P0002,Wednesday
Clothing,North,612,61.64,0,Snowy,0,131,S001_P0003,Wednesday
Electronics,North,184,76.08,25,Snowy,1,62,S001_P0004,Wednesday
Groceries,North,271,57.21,15,Snowy,1,122,S001_P0005,Wednesday
Toys,North,172,35.63,25,Snowy,1,125,S001_P0006,Wednesday
Groceries,North,335,28.84,0,Snowy,0,147,S001_P0007,Wednesday
Electronics,North,141,39.03,10,Snowy,1,85,S001_P0008,Wednesday
Clothing,North,188,92.22,10,Snowy,1,140,S001_P0009,Wednesday
Furniture,North,300,117.69,15,Snowy,1,82,S001_P0010,Wednesday
Furniture,North,302,137.69,25,Snowy,1,95,S001_P0011,Wednesday
Groceries,North,382,65.96,25,Snowy,1,101,S001_P0012,Wednesday
Toys,North,204,30.86,0,Snowy,0,74,S001_P0013,Wednesday
Groceries,North,332,73.34,15,Snowy,1,136,S001_P0014,Wednesday
Toys,North,111,11.68,10,Snowy,0,37,S001_P0015,Wednesday
Groceries,North,272,43.67,20,Snowy,1,200,S001_P0016,Wednesday
Toys,North,62,17.91,10,Snowy,0,57,S001_P0017,Wednesday
Groceries,North,221,57.56,20,Snowy,1,136,S001_P0018,Wednesday
Furniture,North,88,89.13,15,Snowy,1,55,S001_P0019,Wednesday
Furniture,North,0,122.84,20,Snowy,1,137,S001_P0020,Wednesday
Groceries,South,509,80.86,20,Snowy,1,154,S002_P0001,Wednesday
Toys,South,217,30.8,5,Snowy,0,74,S002_P0002,Wednesday
Groceries,South,430,75.8,0,Snowy,0,79,S002_P0003,Wednesday
Groceries,South,247,31.95,15,Snowy,1,65,S002_P0004,Wednesday
Electronics,South,334,95.04,15,Snowy,1,157,S002_P0005,Wednesday
Clothing,South,74,63.82,10,Snowy,1,119,S002_P0006,Wednesday
Toys,South,130,22.96,10,Snowy,0,64,S002_P0007,Wednesday
Groceries,South,86,23.51,25,Snowy,1,145,S002_P0008,Wednesday
Groceries,South,279,86.08,10,Snowy,1,236,S002_P0009,Wednesday
Groceries,South,152,73.77,15,Snowy,1,76,S002_P0010,Wednesday
Groceries,South,559,120.94,10,Snowy,1,201,S002_P0011,Wednesday
Electronics,South,413,56.28,15,Snowy,1,84,S002_P0012,Wednesday
Groceries,South,284,19.27,10,Snowy,0,73,S002_P0013,Wednesday
Electronics,South,289,126.06,20,Snowy,1,155,S002_P0014,Wednesday
Clothing,South,457,69.42,0,Snowy,0,84,S002_P0015,Wednesday
Clothing,South,353,80.89,25,Snowy,1,161,S002_P0016,Wednesday
Toys,South,424,18.76,10,Snowy,0,78,S002_P0017,Wednesday
Clothing,South,206,22.23,25,Snowy,1,115,S002_P0018,Wednesday
Clothing,South,391,68.86,20,Snowy,1,90,S002_P0019,Wednesday
Furniture,South,256,122.57,10,Snowy,1,89,S002_P0020,Wednesday
Toys,East,316,18.5,20,Sunny,1,187,S003_P0001,Wednesday
Groceries,East,662,65.99,0,Sunny,0,133,S003_P0002,Wednesday
Electronics,East,234,121.31,10,Sunny,0,224,S003_P0003,Wednesday
Groceries,East,462,22.18,20,Sunny,1,140,S003_P0004,Wednesday
Toys,East,212,19.88,20,Sunny,1,107,S003_P0005,Wednesday
Toys,East,174,35.38,10,Sunny,1,96,S003_P0006,Wednesday
Groceries,East,552,14.15,10,Sunny,0,87,S003_P0007,Wednesday
Clothing,East,133,123.56,25,Sunny,1,202,S003_P0008,Wednesday
Groceries,East,82,64.79,15,Sunny,1,221,S003_P0009,Wednesday
Groceries,East,206,40.8,15,Sunny,1,148,S003_P0010,Wednesday
Electronics,East,503,130.31,25,Sunny,1,217,S003_P0011,Wednesday
Furniture,East,468,100.54,20,Sunny,1,151,S003_P0012,Wednesday
Groceries,East,743,68.96,5,Sunny,0,97,S003_P0013,Wednesday
Groceries,East,0,96.42,20,Sunny,1,179,S003_P0014,Wednesday
Groceries,East,500,94.15,0,Sunny,0,86,S003_P0015,Wednesday
Electronics,East,163,100.22,25,Sunny,1,175,S003_P0016,Wednesday
Furniture,East,380,128.92,0,Sunny,0,77,S003_P0017,Wednesday
Furniture,East,354,122.47,20,Sunny,1,97,S003_P0018,Wednesday
Groceries,East,106,69.98,25,Sunny,1,307,S003_P0019,Wednesday
Clothing,East,270,71.56,25,Sunny,1,180,S003_P0020,Wednesday
Groceries,West,287,9.25,20,Cloudy,1,111,S004_P0001,Wednesday
Groceries,West,112,23.6,0,Cloudy,0,130,S004_P0002,Wednesday
Furniture,West,234,121.52,10,Cloudy,0,52,S004_P0003,Wednesday
Groceries,West,171,47.66,15,Cloudy,1,95,S004_P0004,Wednesday
Clothing,West,230,80.18,10,Cloudy,1,162,S004_P0005,Wednesday
Groceries,West,229,28.72,20,Cloudy,1,78,S004_P0006,Wednesday
Groceries,West,253,28.22,5,Cloudy,0,93,S004_P0007,Wednesday
Furniture,West,103,89.39,20,Cloudy,1,96,S004_P0008,Wednesday
Clothing,West,592,96.07,20,Cloudy,1,107,S004_P0009,Wednesday
Groceries,West,597,29.29,20,Cloudy,1,222,S004_P0010,Wednesday
Clothing,West,293,61.57,15,Cloudy,1,159,S004_P0011,Wednesday
Electronics,West,83,111.58,20,Cloudy,1,158,S004_P0012,Wednesday
Groceries,West,721,20.75,5,Cloudy,0,117,S004_P0013,Wednesday
Furniture,West,223,119.71,25,Cloudy,1,48,S004_P0014,Wednesday
Furniture,West,200,89.97,5,Cloudy,0,54,S004_P0015,Wednesday
Furniture,West,126,107.39,20,Cloudy,1,97,S004_P0016,Wednesday
Clothing,West,228,131.36,0,Cloudy,0,180,S004_P0017,Wednesday
Furniture,West,106,147.45,20,Cloudy,1,114,S004_P0018,Wednesday
Clothing,West,89,43.1,25,Cloudy,1,83,S004_P0019,Wednesday
Furniture,West,204,120.97,15,Cloudy,1,83,S004_P0020,Wednesday
Groceries,North,258,13.08,10,Snowy,1,161,S005_P0001,Wednesday
Electronics,North,397,40.3,0,Snowy,0,86,S005_P0002,Wednesday
Toys,North,123,29.04,10,Snowy,0,99,S005_P0003,Wednesday
Groceries,North,161,7.01,10,Snowy,1,102,S005_P0004,Wednesday
Groceries,North,35,10.42,25,Snowy,1,53,S005_P0005,Wednesday
Groceries,North,300,52.86,15,Snowy,1,111,S005_P0006,Wednesday
Groceries,North,159,77.36,10,Snowy,0,112,S005_P0007,Wednesday
Groceries,North,196,59.97,15,Snowy,1,118,S005_P0008,Wednesday
Groceries,North,170,73.22,25,Snowy,1,103,S005_P0009,Wednesday
Groceries,North,963,53.57,25,Snowy,1,157,S005_P0010,Wednesday
Electronics,North,0,76.89,10,Snowy,1,114,S005_P0011,Wednesday
Furniture,North,371,123.61,10,Snowy,1,77,S005_P0012,Wednesday
Groceries,North,458,66.97,0,Snowy,0,54,S005_P0013,Wednesday
Furniture,North,143,133.69,20,Snowy,1,77,S005_P0014,Wednesday
Groceries,North,249,45.39,10,Snowy,0,100,S005_P0015,Wednesday
Toys,North,295,33.68,15,Snowy,1,134,S005_P0016,Wednesday
Toys,North,174,37.15,0,Snowy,0,76,S005_P0017,Wednesday
Clothing,North,105,13.19,25,Snowy,1,37,S005_P0018,Wednesday
Furniture,North,121,124.92,15,Snowy,1,75,S005_P0019,Wednesday
Toys,North,139,25.81,20,Snowy,1,108,S005_P0020,Wednesday
Electronics,North,190,84.03,0,Sunny,0,146,S001_P0001,Thursday
Clothing,North,156,55.73,20,Sunny,1,115,S001_P0002,Thursday
Clothing,North,456,62.85,5,Sunny,0,138,S001_P0003,Thursday
Electronics,North,146,76.7,25,Sunny,1,65,S001_P0004,Thursday
Groceries,North,667,55.13,10,Sunny,0,92,S001_P0005,Thursday
Toys,North,310,44.53,10,Sunny,0,138,S001_P0006,Thursday
Groceries,North,735,28.44,0,Sunny,0,125,S001_P0007,Thursday
Electronics,North,84,47.69,5,Sunny,0,114,S001_P0008,Thursday
Clothing,North,225,100.31,10,Sunny,1,170,S001_P0009,Thursday
Furniture,North,712,118.84,0,Sunny,0,54,S001_P0010,Thursday
Furniture,North,240,135.85,25,Sunny,1,91,S001_P0011,Thursday
Groceries,North,271,79.21,5,Sunny,0,85,S001_P0012,Thursday
Toys,North,160,33.78,15,Sunny,1,154,S001_P0013,Thursday
Groceries,North,246,88.88,5,Sunny,0,165,S001_P0014,Thursday
Toys,North,71,16.63,0,Sunny,0,106,S001_P0015,Thursday
Groceries,North,685,36.35,5,Sunny,0,94,S001_P0016,Thursday
Toys,North,78,24.24,10,Sunny,0,132,S001_P0017,Thursday
Groceries,North,231,60.31,10,Sunny,0,112,S001_P0018,Thursday
Furniture,North,72,110.01,5,Sunny,0,82,S001_P0019,Thursday
Furniture,North,432,129.63,10,Sunny,0,133,S001_P0020,Thursday
Groceries,South,377,89.44,0,Snowy,0,113,S002_P0001,Thursday
Toys,South,136,31.48,10,Snowy,1,96,S002_P0002,Thursday
Groceries,South,337,70.03,10,Snowy,0,86,S002_P0003,Thursday
Groceries,South,182,37.81,10,Snowy,1,97,S002_P0004,Thursday
Electronics,South,639,75.35,10,Snowy,0,53,S002_P0005,Thursday
Clothing,South,115,68.69,10,Snowy,0,127,S002_P0006,Thursday
Toys,South,361,26.4,10,Snowy,0,88,S002_P0007,Thursday
Groceries,South,140,22.32,10,Snowy,0,86,S002_P0008,Thursday
Groceries,South,298,54.33,25,Snowy,1,129,S002_P0009,Thursday
Groceries,South,99,94.6,5,Snowy,0,118,S002_P0010,Thursday
Groceries,South,353,92.11,20,Snowy,1,143,S002_P0011,Thursday
Electronics,South,864,68.15,5,Snowy,0,92,S002_P0012,Thursday
Groceries,South,218,24.89,10,Snowy,1,154,S002_P0013,Thursday
Electronics,South,682,98.21,0,Snowy,0,31,S002_P0014,Thursday
Clothing,South,985,74.99,0,Snowy,0,107,S002_P0015,Thursday
Clothing,South,180,71.37,0,Snowy,0,37,S002_P0016,Thursday
Toys,South,372,17.88,5,Snowy,0,51,S002_P0017,Thursday
Clothing,South,86,30.2,0,Snowy,0,105,S002_P0018,Thursday
Clothing,South,734,93.63,0,Snowy,0,116,S002_P0019,Thursday
Furniture,South,177,134.79,10,Snowy,0,102,S002_P0020,Thursday
Toys,East,175,18.13,0,Snowy,0,118,S003_P0001,Thursday
Groceries,East,508,59.42,10,Snowy,1,150,S003_P0002,Thursday
Electronics,East,288,92.85,5,Snowy,0,123,S003_P0003,Thursday
Groceries,East,300,18.16,25,Snowy,1,96,S003_P0004,Thursday
Toys,East,143,20.51,5,Snowy,0,81,S003_P0005,Thursday
Toys,East,112,40.33,5,Snowy,0,120,S003_P0006,Thursday
Groceries,East,485,20.64,5,Snowy,0,179,S003_P0007,Thursday
Clothing,East,366,107.83,5,Snowy,0,90,S003_P0008,Thursday
Groceries,East,209,51.96,20,Snowy,1,140,S003_P0009,Thursday
Groceries,East,258,38.09,10,Snowy,0,106,S003_P0010,Thursday
Electronics,East,260,137.01,10,Snowy,1,146,S003_P0011,Thursday
Furniture,East,293,103.88,0,Snowy,0,74,S003_P0012,Thursday
Groceries,East,671,85.35,10,Snowy,1,189,S003_P0013,Thursday
Groceries,East,244,90.22,5,Snowy,0,98,S003_P0014,Thursday
Groceries,East,1032,86.56,5,Snowy,0,77,S003_P0015,Thursday
Electronics,East,244,97.0,10,Snowy,0,118,S003_P0016,Thursday
Furniture,East,290,134.1,0,Snowy,0,88,S003_P0017,Thursday
Furniture,East,268,133.88,5,Snowy,0,73,S003_P0018,Thursday
Groceries,East,317,54.36,0,Snowy,0,94,S003_P0019,Thursday
Clothing,East,124,81.78,0,Snowy,0,125,S003_P0020,Thursday
Groceries,West,933,10.92,10,Snowy,0,126,S004_P0001,Thursday
Groceries,West,382,20.33,20,Snowy,1,174,S004_P0002,Thursday
Furniture,West,554,130.95,0,Snowy,0,44,S004_P0003,Thursday
Groceries,West,340,39.0,25,Snowy,1,88,S004_P0004,Thursday
Clothing,West,73,66.6,10,Snowy,0,84,S004_P0005,Thursday
Groceries,West,174,37.63,0,Snowy,0,107,S004_P0006,Thursday
Groceries,West,735,26.73,0,Snowy,0,77,S004_P0007,Thursday
Furniture,West,125,98.17,5,Snowy,0,88,S004_P0008,Thursday
Clothing,West,477,131.78,15,Snowy,1,198,S004_P0009,Thursday
Groceries,West,379,26.05,0,Snowy,0,99,S004_P0010,Thursday
Clothing,West,835,55.64,10,Snowy,1,106,S004_P0011,Thursday
Electronics,West,131,106.65,5,Snowy,0,73,S004_P0012,Thursday
Groceries,West,638,17.55,15,Snowy,1,84,S004_P0013,Thursday
Furniture,West,177,163.95,0,Snowy,0,55,S004_P0014,Thursday
Furniture,West,147,115.41,0,Snowy,0,111,S004_P0015,Thursday
Furniture,West,408,107.81,10,Snowy,0,79,S004_P0016,Thursday
Clothing,West,302,84.09,5,Snowy,0,68,S004_P0017,Thursday
Furniture,West,119,144.32,10,Snowy,0,58,S004_P0018,Thursday
Clothing,West,131,63.78,0,Snowy,0,98,S004_P0019,Thursday
Furniture,West,434,115.81,0,Snowy,0,42,S004_P0020,Thursday
Groceries,North,95,14.59,0,Sunny,0,163,S005_P0001,Thursday
Electronics,North,311,37.21,20,Sunny,1,114,S005_P0002,Thursday
Toys,North,156,33.01,5,Sunny,0,139,S005_P0003,Thursday
Groceries,North,172,8.44,10,Sunny,1,146,S005_P0004,Thursday
Groceries,North,268,15.43,10,Sunny,0,97,S005_P0005,Thursday
Groceries,North,719,73.71,5,Sunny,0,190,S005_P0006,Thursday
Groceries,North,306,103.96,0,Sunny,0,159,S005_P0007,Thursday
Groceries,North,79,69.43,5,Sunny,0,148,S005_P0008,Thursday
Groceries,North,96,89.43,10,Sunny,1,109,S005_P0009,Thursday
Groceries,North,819,58.62,5,Sunny,0,108,S005_P0010,Thursday
Electronics,North,260,67.74,25,Sunny,1,132,S005_P0011,Thursday
Furniture,North,744,128.7,0,Sunny,0,73,S005_P0012,Thursday
Groceries,North,421,76.03,20,Sunny,1,182,S005_P0013,Thursday
Furniture,North,402,162.12,5,Sunny,0,83,S005_P0014,Thursday
Groceries,North,144,57.1,10,Sunny,0,178,S005_P0015,Thursday
Toys,North,817,31.42,5,Sunny,0,78,S005_P0016,Thursday
Toys,North,103,37.89,5,Sunny,0,113,S005_P0017,Thursday
Clothing,North,71,26.78,0,Sunny,0,145,S005_P0018,Thursday
Furniture,North,37,134.65,5,Sunny,0,79,S005_P0019,Thursday
Toys,North,192,33.11,5,Sunny,0,116,S005_P0020,Thursday
Electronics,North,92,66.07,10,Snowy,0,87,S001_P0001,Friday
Clothing,North,173,58.58,10,Snowy,0,94,S001_P0002,Friday
Clothing,North,359,43.04,15,Snowy,1,71,S001_P0003,Friday
Electronics,North,105,99.27,0,Snowy,0,57,S001_P0004,Friday
Groceries,North,1357,56.02,10,Snowy,0,97,S001_P0005,Friday
Toys,North,180,46.2,0,Snowy,0,115,S001_P0006,Friday
Groceries,North,625,25.04,10,Snowy,1,134,S001_P0007,Friday
Electronics,North,108,46.73,5,Snowy,0,124,S001_P0008,Friday
Clothing,North,224,96.57,5,Snowy,0,120,S001_P0009,Friday
Furniture,North,675,114.83,5,Snowy,0,45,S001_P0010,Friday
Furniture,North,144,163.3,5,Snowy,0,76,S001_P0011,Friday
Groceries,North,171,61.32,20,Snowy,1,76,S001_P0012,Friday
Toys,North,199,23.68,25,Snowy,1,66,S001_P0013,Friday
Groceries,North,476,60.19,20,Snowy,1,108,S001_P0014,Friday
Toys,North,91,16.24,5,Snowy,0,98,S001_P0015,Friday
Groceries,North,614,38.9,20,Snowy,1,175,S001_P0016,Friday
Toys,North,138,22.03,10,Snowy,0,102,S001_P0017,Friday
Groceries,North,108,50.74,25,Snowy,1,132,S001_P0018,Friday
Furniture,North,69,104.86,0,Snowy,0,55,S001_P0019,Friday
Furniture,North,275,122.03,20,Snowy,1,135,S001_P0020,Friday
Groceries,South,249,84.54,10,Cloudy,0,146,S002_P0001,Friday
Toys,South,206,31.44,0,Cloudy,0,66,S002_P0002,Friday
Groceries,South,240,59.13,25,Cloudy,1,75,S002_P0003,Friday
Groceries,South,72,41.02,5,Cloudy,0,90,S002_P0004,Friday
Electronics,South,584,101.71,0,Cloudy,0,108,S002_P0005,Friday
Clothing,South,148,74.21,0,Cloudy,0,134,S002_P0006,Friday
Toys,South,276,32.05,20,Cloudy,1,195,S002_P0007,Friday
Groceries,South,63,25.23,10,Cloudy,0,124,S002_P0008,Friday
Groceries,South,706,70.5,0,Cloudy,0,120,S002_P0009,Friday
Groceries,South,148,95.48,0,Cloudy,0,121,S002_P0010,Friday
Groceries,South,201,109.02,5,Cloudy,0,160,S002_P0011,Friday
Electronics,South,794,61.38,15,Cloudy,1,110,S002_P0012,Friday
Groceries,South,110,22.95,10,Cloudy,1,126,S002_P0013,Friday
Electronics,South,649,114.8,25,Cloudy,1,163,S002_P0014,Friday
Clothing,South,868,73.85,5,Cloudy,0,118,S002_P0015,Friday
Clothing,South,414,79.33,25,Cloudy,1,136,S002_P0016,Friday
Toys,South,339,21.92,10,Cloudy,0,126,S002_P0017,Friday
Clothing,South,87,29.06,15,Cloudy,1,145,S002_P0018,Friday
Clothing,South,595,107.35,5,Cloudy,0,183,S002_P0019,Friday
Furniture,South,344,152.69,15,Cloudy,1,163,S002_P0020,Friday
Toys,East,507,15.15,0,Sunny,0,65,S003_P0001,Friday
Groceries,East,370,65.52,0,Sunny,0,148,S003_P0002,Friday
Electronics,East,170,102.47,20,Sunny,1,224,S003_P0003,Friday
Groceries,East,218,26.11,0,Sunny,0,137,S003_P0004,Friday
Toys,East,89,27.96,0,Sunny,0,146,S003_P0005,Friday
Toys,East,143,39.91,5,Sunny,0,100,S003_P0006,Friday
Groceries,East,325,19.27,20,Sunny,1,220,S003_P0007,Friday
Clothing,East,259,118.62,10,Sunny,0,120,S003_P0008,Friday
Groceries,East,79,72.47,5,Sunny,0,200,S003_P0009,Friday
Groceries,East,177,46.84,5,Sunny,0,157,S003_P0010,Friday
Electronics,East,86,113.78,5,Sunny,0,86,S003_P0011,Friday
Furniture,East,221,67.81,25,Sunny,1,51,S003_P0012,Friday
Groceries,East,1231,72.09,15,Sunny,1,130,S003_P0013,Friday
Groceries,East,821,101.16,25,Sunny,1,225,S003_P0014,Friday
Groceries,East,973,77.03,10,Sunny,0,59,S003_P0015,Friday
Electronics,East,561,93.94,15,Sunny,1,126,S003_P0016,Friday
Furniture,East,208,114.85,0,Sunny,0,59,S003_P0017,Friday
Furniture,East,218,112.33,15,Sunny,1,56,S003_P0018,Friday
Groceries,East,255,67.97,5,Sunny,0,168,S003_P0019,Friday
Clothing,East,769,108.81,10,Sunny,1,259,S003_P0020,Friday
Groceries,West,848,11.13,5,Cloudy,0,115,S004_P0001,Friday
Groceries,West,191,18.74,5,Cloudy,0,89,S004_P0002,Friday
Furniture,West,508,123.07,25,Cloudy,1,107,S004_P0003,Friday
Groceries,West,270,52.71,0,Cloudy,0,77,S004_P0004,Friday
Clothing,West,95,69.57,0,Cloudy,0,81,S004_P0005,Friday
Groceries,West,52,39.93,0,Cloudy,0,109,S004_P0006,Friday
Groceries,West,665,20.88,25,Cloudy,1,74,S004_P0007,Friday
Furniture,West,121,79.73,5,Cloudy,0,33,S004_P0008,Friday
Clothing,West,257,126.5,10,Cloudy,0,142,S004_P0009,Friday
Groceries,West,291,27.59,5,Cloudy,0,134,S004_P0010,Friday
Clothing,West,742,62.28,5,Cloudy,0,125,S004_P0011,Friday
Electronics,West,70,91.49,25,Cloudy,1,113,S004_P0012,Friday
Groceries,West,540,20.53,25,Cloudy,1,178,S004_P0013,Friday
Furniture,West,121,199.44,10,Cloudy,1,164,S004_P0014,Friday
Furniture,West,366,92.93,0,Cloudy,0,63,S004_P0015,Friday
Furniture,West,331,103.51,10,Cloudy,1,67,S004_P0016,Friday
Clothing,West,228,112.69,10,Cloudy,0,162,S004_P0017,Friday
Furniture,West,142,143.49,20,Cloudy,1,90,S004_P0018,Friday
Clothing,West,163,65.01,10,Cloudy,0,156,S004_P0019,Friday
Furniture,West,397,145.76,10,Cloudy,1,140,S004_P0020,Friday
Groceries,North,339,13.61,0,Snowy,0,138,S005_P0001,Friday
Electronics,North,227,30.41,10,Snowy,0,39,S005_P0002,Friday
Toys,North,161,26.19,15,Snowy,1,101,S005_P0003,Friday
Groceries,North,130,8.0,0,Snowy,0,94,S005_P0004,Friday
Groceries,North,186,16.62,0,Snowy,0,88,S005_P0005,Friday
Groceries,North,521,61.21,0,Snowy,0,91,S005_P0006,Friday
Groceries,North,176,62.93,15,Snowy,1,68,S005_P0007,Friday
Groceries,North,135,72.5,0,Snowy,0,145,S005_P0008,Friday
Groceries,North,491,112.68,5,Snowy,0,151,S005_P0009,Friday
Groceries,North,739,62.64,5,Snowy,0,113,S005_P0010,Friday
Electronics,North,160,59.46,10,Snowy,0,42,S005_P0011,Friday
Furniture,North,692,139.61,10,Snowy,1,130,S005_P0012,Friday
Groceries,North,236,76.85,20,Snowy,1,166,S005_P0013,Friday
Furniture,North,344,134.38,25,Snowy,1,97,S005_P0014,Friday
Groceries,North,194,38.42,10,Snowy,0,53,S005_P0015,Friday
Toys,North,766,33.14,15,Snowy,1,112,S005_P0016,Friday
Toys,North,116,32.86,5,Snowy,0,57,S005_P0017,Friday
Clothing,North,127,18.28,20,Snowy,1,110,S005_P0018,Friday
Furniture,North,176,141.26,5,Snowy,0,93,S005_P0019,Friday
Toys,North,87,34.15,15,Snowy,1,165,S005_P0020,Friday
Electronics,North,308,68.56,10,Snowy,1,113,S001_P0001,Saturday
Clothing,North,77,76.3,15,Snowy,1,208,S001_P0002,Saturday
Clothing,North,308,54.15,15,Snowy,1,142,S001_P0003,Saturday
Electronics,North,155,69.37,20,Snowy,1,36,S001_P0004,Saturday
Groceries,North,1293,53.57,5,Snowy,0,83,S001_P0005,Saturday
Toys,North,95,35.55,20,Snowy,1,119,S001_P0006,Saturday
Groceries,North,538,25.99,10,Snowy,1,147,S001_P0007,Saturday
Electronics,North,110,41.98,10,Snowy,1,107,S001_P0008,Saturday
Clothing,North,130,88.19,5,Snowy,0,92,S001_P0009,Saturday
Furniture,North,639,135.63,0,Snowy,0,76,S001_P0010,Saturday
Furniture,North,282,125.42,25,Snowy,1,83,S001_P0011,Saturday
Groceries,North,115,76.44,5,Snowy,0,90,S001_P0012,Saturday
Toys,North,155,26.67,10,Snowy,0,62,S001_P0013,Saturday
Groceries,North,367,55.78,25,Snowy,1,104,S001_P0014,Saturday
Toys,North,95,16.38,15,Snowy,1,137,S001_P0015,Saturday
Groceries,North,466,36.88,25,Snowy,1,160,S001_P0016,Saturday
Toys,North,177,21.9,0,Snowy,0,69,S001_P0017,Saturday
Groceries,North,134,77.51,15,Snowy,1,227,S001_P0018,Saturday
Furniture,North,69,105.33,10,Snowy,0,70,S001_P0019,Saturday
Furniture,North,588,124.39,5,Snowy,0,87,S001_P0020,Saturday
Groceries,South,524,82.34,10,Cloudy,1,120,S002_P0001,Saturday
Toys,South,363,35.07,10,Cloudy,1,130,S002_P0002,Saturday
Groceries,South,168,78.72,10,Cloudy,1,122,S002_P0003,Saturday
Groceries,South,213,28.79,25,Cloudy,1,71,S002_P0004,Saturday
Electronics,South,472,72.89,5,Cloudy,0,44,S002_P0005,Saturday
Clothing,South,134,60.13,25,Cloudy,1,143,S002_P0006,Saturday
Toys,South,76,33.12,10,Cloudy,1,163,S002_P0007,Saturday
Groceries,South,102,23.49,15,Cloudy,1,120,S002_P0008,Saturday
Groceries,South,574,63.41,10,Cloudy,0,137,S002_P0009,Saturday
Groceries,South,158,107.34,0,Cloudy,0,161,S002_P0010,Saturday
Groceries,South,584,97.54,20,Cloudy,1,183,S002_P0011,Saturday
Electronics,South,665,70.27,0,Cloudy,0,101,S002_P0012,Saturday
Groceries,South,18,25.05,0,Cloudy,0,120,S002_P0013,Saturday
Electronics,South,551,130.84,20,Cloudy,1,169,S002_P0014,Saturday
Clothing,South,733,75.7,20,Cloudy,1,188,S002_P0015,Saturday
Clothing,South,321,98.35,15,Cloudy,1,187,S002_P0016,Saturday
Toys,South,195,19.89,5,Cloudy,0,80,S002_P0017,Saturday
Clothing,South,140,30.56,25,Cloudy,1,213,S002_P0018,Saturday
Clothing,South,454,77.42,10,Cloudy,0,75,S002_P0019,Saturday
Furniture,South,194,155.62,0,Cloudy,0,130,S002_P0020,Saturday
Toys,East,453,13.26,25,Sunny,1,110,S003_P0001,Saturday
Groceries,East,224,40.08,25,Sunny,1,83,S003_P0002,Saturday
Electronics,East,200,99.43,25,Sunny,1,217,S003_P0003,Saturday
Groceries,East,473,16.05,25,Sunny,1,61,S003_P0004,Saturday
Toys,East,680,18.68,5,Sunny,0,55,S003_P0005,Saturday
Toys,East,148,37.68,20,Sunny,1,137,S003_P0006,Saturday
Groceries,East,791,20.56,25,Sunny,1,279,S003_P0007,Saturday
Clothing,East,169,111.58,25,Sunny,1,162,S003_P0008,Saturday
Groceries,East,202,45.88,10,Sunny,0,80,S003_P0009,Saturday
Groceries,East,230,33.75,5,Sunny,0,56,S003_P0010,Saturday
Electronics,East,320,120.03,20,Sunny,1,141,S003_P0011,Saturday
Furniture,East,163,98.65,10,Sunny,0,90,S003_P0012,Saturday
Groceries,East,1116,80.03,0,Sunny,0,128,S003_P0013,Saturday
Groceries,East,555,77.3,25,Sunny,1,123,S003_P0014,Saturday
Groceries,East,934,125.22,10,Sunny,1,203,S003_P0015,Saturday
Electronics,East,413,90.27,20,Sunny,1,116,S003_P0016,Saturday
Furniture,East,665,106.32,5,Sunny,0,52,S003_P0017,Saturday
Furniture,East,660,138.05,10,Sunny,1,97,S003_P0018,Saturday
Groceries,East,60,67.83,0,Sunny,0,167,S003_P0019,Saturday
Clothing,East,600,120.06,0,Sunny,0,256,S003_P0020,Saturday
Groceries,West,749,11.21,20,Cloudy,1,158,S004_P0001,Saturday
Groceries,West,441,19.45,20,Cloudy,1,140,S004_P0002,Saturday
Furniture,West,389,120.54,20,Cloudy,1,96,S004_P0003,Saturday
Groceries,West,189,45.12,25,Cloudy,1,134,S004_P0004,Saturday
Clothing,West,110,84.07,0,Cloudy,0,124,S004_P0005,Saturday
Groceries,West,232,32.07,25,Cloudy,1,149,S004_P0006,Saturday
Groceries,West,604,25.03,15,Cloudy,1,106,S004_P0007,Saturday
Furniture,West,83,95.01,15,Cloudy,1,112,S004_P0008,Saturday
Clothing,West,164,110.64,10,Cloudy,0,115,S004_P0009,Saturday
Groceries,West,133,28.48,5,Cloudy,0,145,S004_P0010,Saturday
