Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand
2022-01-03,S004,P0005,Clothing,West,152,125,123,71.68,15,Sunny,1,63.8,Winter,0,125
2022-01-03,S004,P0006,Groceries,West,171,92,0,29.24,25,Sunny,1,33.69,Winter,0,118
2022-01-03,S004,P0007,Groceries,West,0,0,0,29.23,0,Sunny,0,28.51,Winter,0,88
2022-01-03,S004,P0008,Furniture,West,194,86,0,98.36,10,Sunny,0,96.97,Winter,0,89
2022-01-03,S004,P0009,Clothing,West,0,0,0,128.21,0,Sunny,0,149.55,Winter,0,129
2022-01-03,S004,P0010,Groceries,West,0,0,0,25.38,10,Sunny,0,26.82,Winter,0,124
2022-01-03,S004,P0011,Clothing,West,5,5,0,69.83,10,Sunny,0,66.82,Winter,0,166
2022-01-03,S004,P0012,Electronics,West,94,94,163,114.62,25,Sunny,1,112.97,Winter,0,173
2022-01-03,S004,P0013,Groceries,West,0,0,0,22.69,0,Sunny,0,19.79,Winter,0,113
2022-01-03,S004,P0014,Furniture,West,122,61,0,151.73,10,Sunny,0,148.19,Winter,0,62
2022-01-03,S004,P0015,Furniture,West,135,67,0,85.0,10,Sunny,0,97.01,Winter,0,67
2022-01-03,S004,P0016,Furniture,West,14,14,365,116.65,10,Sunny,1,139.43,Winter,0,102
2022-01-03,S004,P0017,Clothing,West,217,98,144,105.0,5,Sunny,0,120.75,Winter,0,136
2022-01-03,S004,P0018,Furniture,West,111,111,133,185.13,10,Sunny,0,183.17,Winter,0,133
2022-01-03,S004,P0019,Clothing,West,162,82,0,55.99,0,Sunny,0,67.46,Winter,0,75
2022-01-03,S004,P0020,Furniture,West,182,71,204,111.07,25,Sunny,1,95.71,Winter,0,95
2022-01-03,S005,P0001,Groceries,North,224,98,190,10.87,15,Snowy,1,11.79,Winter,0,117
2022-01-03,S005,P0002,Electronics,North,0,0,0,38.42,10,Snowy,0,41.22,Winter,0,104
2022-01-03,S005,P0003,Toys,North,124,99,141,29.53,10,Snowy,1,33.0,Winter,0,120
2022-01-03,S005,P0004,Groceries,North,198,48,0,6.37,10,Snowy,0,6.14,Winter,0,60
2022-01-03,S005,P0005,Groceries,North,344,126,0,15.19,20,Snowy,1,14.86,Winter,0,130
2022-01-03,S005,P0006,Groceries,North,99,99,0,57.2,20,Snowy,1,66.25,Winter,0,159
2022-01-03,S005,P0007,Groceries,North,220,57,136,77.66,5,Snowy,0,76.61,Winter,0,81
2022-01-03,S005,P0008,Groceries,North,103,38,58,54.45,5,Snowy,0,50.65,Winter,0,58
2022-01-03,S005,P0009,Groceries,North,131,69,0,98.97,0,Snowy,0,104.66,Winter,0,108
2022-01-03,S005,P0010,Groceries,North,0,0,0,67.22,10,Snowy,0,74.94,Winter,0,174
2022-01-03,S005,P0011,Electronics,North,152,73,0,75.78,10,Snowy,0,72.22,Winter,0,93
2022-01-03,S005,P0012,Furniture,North,42,42,0,143.23,10,Snowy,1,138.45,Winter,0,122
2022-01-03,S005,P0013,Groceries,North,0,0,0,74.98,0,Snowy,0,83.33,Winter,0,100
2022-01-03,S005,P0014,Furniture,North,83,83,319,178.05,0,Snowy,0,202.29,Winter,0,95
2022-01-03,S005,P0015,Groceries,North,203,80,0,50.38,5,Snowy,0,54.94,Winter,0,116
2022-01-03,S005,P0016,Toys,North,0,0,614,41.54,10,Snowy,1,36.53,Winter,0,171
2022-01-03,S005,P0017,Toys,North,82,82,130,40.18,0,Snowy,0,45.01,Winter,0,115
2022-01-03,S005,P0018,Clothing,North,239,65,0,18.73,10,Snowy,0,16.1,Winter,0,67
2022-01-03,S005,P0019,Furniture,North,123,78,0,129.42,5,Snowy,0,137.11,Winter,0,68
2022-01-03,S005,P0020,Toys,North,101,50,73,25.7,10,Snowy,1,27.74,Winter,0,72
2022-01-04,S001,P0001,Electronics,North,132,42,0,61.66,10,Snowy,0,54.88,Winter,0,67
2022-01-04,S001,P0002,Clothing,North,159,113,102,69.87,0,Snowy,0,81.54,Winter,0,116
2022-01-04,S001,P0003,Clothing,North,0,0,0,46.51,20,Snowy,1,41.33,Winter,0,96
2022-01-04,S001,P0004,Electronics,North,242,58,0,88.09,5,Snowy,0,100.36,Winter,0,52
2022-01-04,S001,P0005,Groceries,North,0,0,0,52.34,20,Snowy,1,61.75,Winter,0,129
2022-01-04,S001,P0006,Toys,North,0,0,0,37.81,10,Snowy,0,32.55,Winter,0,86
2022-01-04,S001,P0007,Groceries,North,0,0,0,25.59,20,Snowy,1,30.25,Winter,0,185
2022-01-04,S001,P0008,Electronics,North,109,109,141,43.67,10,Snowy,0,48.84,Winter,0,119
2022-01-04,S001,P0009,Clothing,North,161,88,115,81.46,15,Snowy,1,70.34,Winter,0,101
2022-01-04,S001,P0010,Furniture,North,0,0,0,133.12,0,Snowy,0,125.09,Winter,0,71
2022-01-04,S001,P0011,Furniture,North,356,54,0,151.43,10,Snowy,0,148.93,Winter,0,70
2022-01-04,S001,P0012,Groceries,North,447,65,0,75.21,10,Snowy,1,87.92,Winter,0,101
2022-01-04,S001,P0013,Toys,North,136,79,147,28.99,25,Snowy,1,25.69,Winter,0,126
2022-01-04,S001,P0014,Groceries,North,479,147,368,76.99,10,Snowy,1,73.32,Winter,0,133
2022-01-04,S001,P0015,Toys,North,118,81,74,15.01,0,Snowy,0,16.1,Winter,0,75
2022-01-04,S001,P0016,Groceries,North,372,100,0,40.46,0,Snowy,0,47.46,Winter,0,111
2022-01-04,S001,P0017,Toys,North,121,59,0,18.23,10,Snowy,1,21.61,Winter,0,62
2022-01-04,S001,P0018,Groceries,North,167,63,117,57.88,10,Snowy,1,51.61,Winter,0,100
2022-01-04,S001,P0019,Furniture,North,137,49,0,109.44,5,Snowy,0,131.36,Winter,0,80
2022-01-04,S001,P0020,Furniture,North,52,52,424,127.11,10,Snowy,0,111.71,Winter,0,110
2022-01-04,S002,P0001,Groceries,South,331,172,0,103.11,0,Cloudy,0,123.5,Winter,0,180
2022-01-04,S002,P0002,Toys,South,141,90,0,29.92,10,Cloudy,0,35.78,Winter,0,96
2022-01-04,S002,P0003,Groceries,South,596,166,0,68.92,25,Cloudy,1,75.44,Winter,0,139
2022-01-04,S002,P0004,Groceries,South,339,92,0,37.63,10,Cloudy,0,32.53,Winter,0,80
2022-01-04,S002,P0005,Electronics,South,0,0,0,74.22,15,Cloudy,1,73.52,Winter,0,64
2022-01-04,S002,P0006,Clothing,South,172,98,0,71.52,0,Cloudy,0,65.75,Winter,0,106
2022-01-04,S002,P0007,Toys,South,226,96,0,28.57,10,Cloudy,1,27.1,Winter,0,112
2022-01-04,S002,P0008,Groceries,South,182,96,0,26.73,0,Cloudy,0,29.55,Winter,0,109
2022-01-04,S002,P0009,Groceries,South,389,110,262,63.42,20,Cloudy,1,60.75,Winter,0,161
2022-01-04,S002,P0010,Groceries,South,130,77,99,81.42,10,Cloudy,0,71.67,Winter,0,88
2022-01-04,S002,P0011,Groceries,South,191,106,0,94.34,10,Cloudy,0,105.72,Winter,0,128
2022-01-04,S002,P0012,Electronics,South,0,0,0,74.94,10,Cloudy,1,72.04,Winter,0,140
2022-01-04,S002,P0013,Groceries,South,331,47,0,16.91,20,Cloudy,1,14.67,Winter,0,69
2022-01-04,S002,P0014,Electronics,South,0,0,0,124.24,15,Cloudy,1,142.52,Winter,0,146
2022-01-04,S002,P0015,Clothing,South,0,0,0,65.07,5,Cloudy,0,72.43,Winter,0,95
2022-01-04,S002,P0016,Clothing,South,470,117,0,93.55,5,Cloudy,0,105.37,Winter,0,129
2022-01-04,S002,P0017,Toys,South,196,95,0,17.01,25,Cloudy,1,20.16,Winter,0,119
2022-01-04,S002,P0018,Clothing,South,181,181,206,34.99,10,Cloudy,1,38.26,Winter,0,214
2022-01-04,S002,P0019,Clothing,South,0,0,0,95.83,10,Cloudy,0,111.25,Winter,0,160
2022-01-04,S002,P0020,Furniture,South,132,90,255,143.16,5,Cloudy,0,136.86,Winter,0,104
2022-01-04,S003,P0001,Toys,East,76,76,0,15.15,10,Sunny,0,16.99,Winter,0,95
2022-01-04,S003,P0002,Groceries,East,236,122,0,65.96,0,Sunny,0,64.74,Winter,0,132
2022-01-04,S003,P0003,Electronics,East,197,145,182,110.35,10,Sunny,1,95.07,Winter,0,185
2022-01-04,S003,P0004,Groceries,East,518,56,0,19.87,5,Sunny,0,19.62,Winter,0,55
2022-01-04,S003,P0005,Toys,East,106,106,680,21.41,20,Sunny,1,22.92,Winter,0,149
2022-01-04,S003,P0006,Toys,East,120,71,125,40.83,0,Sunny,0,45.75,Winter,0,107
2022-01-04,S003,P0007,Groceries,East,0,0,670,16.12,20,Sunny,1,18.73,Winter,0,170
2022-01-04,S003,P0008,Clothing,East,307,174,357,131.49,10,Sunny,0,119.27,Winter,0,156
2022-01-04,S003,P0009,Groceries,East,168,86,0,43.15,25,Sunny,1,50.59,Winter,0,116
2022-01-04,S003,P0010,Groceries,East,178,129,157,42.18,5,Sunny,0,45.73,Winter,0,138
2022-01-04,S003,P0011,Electronics,East,617,114,0,142.09,0,Sunny,0,165.96,Winter,0,140
2022-01-04,S003,P0012,Furniture,East,224,62,0,87.64,20,Sunny,1,76.28,Winter,0,90
2022-01-04,S003,P0013,Groceries,East,0,0,0,66.9,25,Sunny,1,71.48,Winter,0,166
2022-01-04,S003,P0014,Groceries,East,128,128,688,101.6,25,Sunny,1,110.1,Winter,0,227
2022-01-04,S003,P0015,Groceries,East,0,0,0,132.02,5,Sunny,0,118.88,Winter,0,203
2022-01-04,S003,P0016,Electronics,East,289,126,233,105.97,5,Sunny,0,104.6,Winter,0,112
2022-01-04,S003,P0017,Furniture,East,63,63,498,138.36,10,Sunny,1,149.04,Winter,0,148
2022-01-04,S003,P0018,Furniture,East,125,87,486,123.23,20,Sunny,1,138.76,Winter,0,115
2022-01-04,S003,P0019,Groceries,East,139,116,83,55.43,0,Sunny,0,63.92,Winter,0,99
2022-01-04,S003,P0020,Clothing,East,0,0,0,80.2,0,Sunny,0,73.82,Winter,0,103
2022-01-04,S004,P0001,Groceries,West,0,0,0,10.55,0,Cloudy,0,11.27,Winter,0,83
2022-01-04,S004,P0002,Groceries,West,245,133,357,24.76,0,Cloudy,0,26.42,Winter,0,164
2022-01-04,S004,P0003,Furniture,West,407,173,0,165.54,10,Cloudy,1,157.42,Winter,0,144
2022-01-04,S004,P0004,Groceries,West,258,87,0,46.09,10,Cloudy,0,55.06,Winter,0,84
2022-01-04,S004,P0005,Clothing,West,150,92,172,81.79,10,Cloudy,1,75.44,Winter,0,150
2022-01-04,S004,P0006,Groceries,West,347,118,0,35.73,5,Cloudy,0,38.12,Winter,0,107
2022-01-04,S004,P0007,Groceries,West,0,0,0,25.97,20,Cloudy,1,22.56,Winter,0,120
2022-01-04,S004,P0008,Furniture,West,108,68,63,93.91,5,Cloudy,0,111.72,Winter,0,75
2022-01-04,S004,P0009,Clothing,West,299,201,0,143.79,15,Cloudy,1,165.24,Winter,0,235
2022-01-04,S004,P0010,Groceries,West,0,0,0,23.58,0,Cloudy,0,21.79,Winter,0,57
2022-01-04,S004,P0011,Clothing,West,0,0,0,55.29,10,Cloudy,0,60.87,Winter,0,104
2022-01-04,S004,P0012,Electronics,West,163,80,0,97.47,25,Cloudy,1,96.97,Winter,0,117
2022-01-04,S004,P0013,Groceries,West,385,165,0,21.87,20,Cloudy,1,23.8,Winter,0,198
2022-01-04,S004,P0014,Furniture,West,246,23,0,110.34,25,Cloudy,1,106.7,Winter,0,28
2022-01-04,S004,P0015,Furniture,West,68,68,300,103.84,0,Cloudy,0,121.47,Winter,0,94
2022-01-04,S004,P0016,Furniture,West,218,92,0,114.25,5,Cloudy,0,127.49,Winter,0,80
2022-01-04,S004,P0017,Clothing,West,263,35,0,67.23,20,Cloudy,1,78.11,Winter,0,54
2022-01-04,S004,P0018,Furniture,West,133,123,96,155.02,20,Cloudy,1,150.33,Winter,0,113
2022-01-04,S004,P0019,Clothing,West,80,80,89,53.04,10,Cloudy,0,51.94,Winter,0,75
2022-01-04,S004,P0020,Furniture,West,111,111,329,158.31,5,Cloudy,0,181.3,Winter,0,150
2022-01-04,S005,P0001,Groceries,North,126,58,0,12.03,0,Snowy,0,11.04,Winter,0,83
2022-01-04,S005,P0002,Electronics,North,474,77,0,39.78,0,Snowy,0,47.27,Winter,0,83
2022-01-04,S005,P0003,Toys,North,166,43,0,22.64,15,Snowy,1,24.37,Winter,0,59
2022-01-04,S005,P0004,Groceries,North,150,82,93,7.04,10,Snowy,0,6.13,Winter,0,88
2022-01-04,S005,P0005,Groceries,North,218,183,268,18.83,10,Snowy,1,18.76,Winter,0,164
2022-01-04,S005,P0006,Groceries,North,0,0,0,53.05,10,Snowy,0,52.1,Winter,0,80
2022-01-04,S005,P0007,Groceries,North,163,140,274,87.87,15,Snowy,1,75.2,Winter,0,157
2022-01-04,S005,P0008,Groceries,North,123,120,193,72.27,5,Snowy,0,79.04,Winter,0,162
2022-01-04,S005,P0009,Groceries,North,330,160,482,83.39,25,Snowy,1,100.61,Winter,0,146
2022-01-04,S005,P0010,Groceries,North,436,102,0,67.01,0,Snowy,0,57.47,Winter,0,118
2022-01-04,S005,P0011,Electronics,North,79,79,374,85.83,0,Snowy,0,73.3,Winter,0,99
2022-01-04,S005,P0012,Furniture,North,0,0,0,96.76,15,Snowy,1,111.69,Winter,0,41
2022-01-04,S005,P0013,Groceries,North,328,189,0,77.38,15,Snowy,1,84.55,Winter,0,165
2022-01-04,S005,P0014,Furniture,North,219,76,0,150.93,20,Snowy,1,142.02,Winter,0,97
2022-01-04,S005,P0015,Groceries,North,315,66,0,49.18,0,Snowy,0,57.91,Winter,0,92
2022-01-04,S005,P0016,Toys,North,191,105,0,36.59,0,Snowy,0,32.47,Winter,0,93
2022-01-04,S005,P0017,Toys,North,130,78,122,29.38,25,Snowy,1,32.52,Winter,0,107
2022-01-04,S005,P0018,Clothing,North,174,69,0,19.53,15,Snowy,1,20.94,Winter,0,112
2022-01-04,S005,P0019,Furniture,North,158,37,0,126.83,0,Snowy,0,113.21,Winter,0,37
2022-01-04,S005,P0020,Toys,North,124,93,108,33.42,5,Snowy,0,31.07,Winter,0,119
2022-01-05,S001,P0001,Electronics,North,319,129,0,59.56,25,Snowy,1,57.34,Winter,0,110
2022-01-05,S001,P0002,Clothing,North,148,77,85,57.54,10,Snowy,0,63.99,Winter,0,89
2022-01-05,S001,P0003,Clothing,North,612,156,0,61.64,0,Snowy,0,69.67,Winter,0,131
2022-01-05,S001,P0004,Electronics,North,184,38,0,76.08,25,Snowy,1,75.04,Winter,0,62
2022-01-05,S001,P0005,Groceries,North,271,91,0,57.21,15,Snowy,1,53.28,Winter,0,122
2022-01-05,S001,P0006,Toys,North,172,143,0,35.63,25,Snowy,1,34.75,Winter,0,125
2022-01-05,S001,P0007,Groceries,North,335,97,0,28.84,0,Snowy,0,33.46,Winter,0,147
2022-01-05,S001,P0008,Electronics,North,141,57,0,39.03,10,Snowy,1,42.99,Winter,0,85
2022-01-05,S001,P0009,Clothing,North,188,130,167,92.22,10,Snowy,1,105.32,Winter,0,140
2022-01-05,S001,P0010,Furniture,North,300,86,0,117.69,15,Snowy,1,113.38,Winter,0,82
2022-01-05,S001,P0011,Furniture,North,302,62,0,137.69,25,Snowy,1,120.07,Winter,0,95
2022-01-05,S001,P0012,Groceries,North,382,111,0,65.96,25,Snowy,1,58.69,Winter,0,101
2022-01-05,S001,P0013,Toys,North,204,44,0,30.86,0,Snowy,0,34.03,Winter,0,74
2022-01-05,S001,P0014,Groceries,North,332,86,0,73.34,15,Snowy,1,72.81,Winter,0,136
2022-01-05,S001,P0015,Toys,North,111,40,0,11.68,10,Snowy,0,13.69,Winter,0,37
2022-01-05,S001,P0016,Groceries,North,272,140,0,43.67,20,Snowy,1,40.52,Winter,0,200
2022-01-05,S001,P0017,Toys,North,62,36,52,17.91,10,Snowy,0,19.32,Winter,0,57
2022-01-05,S001,P0018,Groceries,North,221,109,119,57.56,20,Snowy,1,52.64,Winter,0,136
2022-01-05,S001,P0019,Furniture,North,88,66,50,89.13,15,Snowy,1,102.26,Winter,0,55
2022-01-05,S001,P0020,Furniture,North,0,0,0,122.84,20,Snowy,1,110.93,Winter,0,137
2022-01-05,S002,P0001,Groceries,South,509,132,371,80.86,20,Snowy,1,69.75,Winter,0,154
2022-01-05,S002,P0002,Toys,South,217,81,139,30.8,5,Snowy,0,29.74,Winter,0,74
2022-01-05,S002,P0003,Groceries,South,430,93,0,75.8,0,Snowy,0,88.98,Winter,0,79
2022-01-05,S002,P0004,Groceries,South,247,65,210,31.95,15,Snowy,1,37.15,Winter,0,65
2022-01-05,S002,P0005,Electronics,South,334,107,0,95.04,15,Snowy,1,113.93,Winter,0,157
2022-01-05,S002,P0006,Clothing,South,74,74,115,63.82,10,Snowy,1,68.88,Winter,0,119
2022-01-05,S002,P0007,Toys,South,130,69,0,22.96,10,Snowy,0,25.89,Winter,0,64
2022-01-05,S002,P0008,Groceries,South,86,86,140,23.51,25,Snowy,1,20.93,Winter,0,145
2022-01-05,S002,P0009,Groceries,South,279,243,521,86.08,10,Snowy,1,81.81,Winter,0,236
2022-01-05,S002,P0010,Groceries,South,152,53,0,73.77,15,Snowy,1,70.27,Winter,0,76
2022-01-05,S002,P0011,Groceries,South,559,206,568,120.94,10,Snowy,1,114.78,Winter,0,201
2022-01-05,S002,P0012,Electronics,South,413,60,0,56.28,15,Snowy,1,61.95,Winter,0,84
2022-01-05,S002,P0013,Groceries,South,284,66,0,19.27,10,Snowy,0,18.88,Winter,0,73
2022-01-05,S002,P0014,Electronics,South,289,171,0,126.06,20,Snowy,1,111.81,Winter,0,155
2022-01-05,S002,P0015,Clothing,South,457,76,0,69.42,0,Snowy,0,68.34,Winter,0,84
2022-01-05,S002,P0016,Clothing,South,353,173,264,80.89,25,Snowy,1,89.91,Winter,0,161
2022-01-05,S002,P0017,Toys,South,424,52,0,18.76,10,Snowy,0,17.08,Winter,0,78
2022-01-05,S002,P0018,Clothing,South,206,120,0,22.23,25,Snowy,1,25.93,Winter,0,115
2022-01-05,S002,P0019,Clothing,South,391,96,0,68.86,20,Snowy,1,76.1,Winter,0,90
2022-01-05,S002,P0020,Furniture,South,256,79,0,122.57,10,Snowy,1,137.11,Winter,0,89
2022-01-05,S003,P0001,Toys,East,316,141,409,18.5,20,Sunny,1,18.46,Winter,0,187
2022-01-05,S003,P0002,Groceries,East,662,154,0,65.99,0,Sunny,0,62.46,Winter,0,133
2022-01-05,S003,P0003,Electronics,East,234,172,226,121.31,10,Sunny,0,114.6,Winter,0,224
2022-01-05,S003,P0004,Groceries,East,462,162,398,22.18,20,Sunny,1,22.13,Winter,0,140
2022-01-05,S003,P0005,Toys,East,212,69,0,19.88,20,Sunny,1,17.89,Winter,0,107
2022-01-05,S003,P0006,Toys,East,174,62,0,35.38,10,Sunny,1,38.95,Winter,0,96
2022-01-05,S003,P0007,Groceries,East,552,67,0,14.15,10,Sunny,0,14.98,Winter,0,87
2022-01-05,S003,P0008,Clothing,East,133,124,0,123.56,25,Sunny,1,113.39,Winter,0,202
2022-01-05,S003,P0009,Groceries,East,82,82,209,64.79,15,Sunny,1,75.07,Winter,0,221
2022-01-05,S003,P0010,Groceries,East,206,114,166,40.8,15,Sunny,1,38.86,Winter,0,148
2022-01-05,S003,P0011,Electronics,East,503,243,0,130.31,25,Sunny,1,146.68,Winter,0,217
2022-01-05,S003,P0012,Furniture,East,468,175,0,100.54,20,Sunny,1,118.36,Winter,0,151
2022-01-05,S003,P0013,Groceries,East,743,72,0,68.96,5,Sunny,0,73.84,Winter,0,97
2022-01-05,S003,P0014,Groceries,East,0,0,0,96.42,20,Sunny,1,108.79,Winter,0,179
2022-01-05,S003,P0015,Groceries,East,500,90,0,94.15,0,Sunny,0,99.85,Winter,0,86
2022-01-05,S003,P0016,Electronics,East,163,152,404,100.22,25,Sunny,1,85.84,Winter,0,175
2022-01-05,S003,P0017,Furniture,East,380,90,0,128.92,0,Sunny,0,112.17,Winter,0,77
2022-01-05,S003,P0018,Furniture,East,354,86,0,122.47,20,Sunny,1,121.36,Winter,0,97
2022-01-05,S003,P0019,Groceries,East,106,106,317,69.98,25,Sunny,1,74.67,Winter,0,307
2022-01-05,S003,P0020,Clothing,East,270,146,0,71.56,25,Sunny,1,78.7,Winter,0,180
2022-01-05,S004,P0001,Groceries,West,287,88,0,9.25,20,Cloudy,1,10.18,Winter,0,111
2022-01-05,S004,P0002,Groceries,West,112,87,0,23.6,0,Cloudy,0,23.4,Winter,0,130
2022-01-05,S004,P0003,Furniture,West,234,54,0,121.52,10,Cloudy,0,117.9,Winter,0,52
2022-01-05,S004,P0004,Groceries,West,171,60,0,47.66,15,Cloudy,1,40.55,Winter,0,95
2022-01-05,S004,P0005,Clothing,West,230,157,0,80.18,10,Cloudy,1,88.3,Winter,0,162
2022-01-05,S004,P0006,Groceries,West,229,55,0,28.72,20,Cloudy,1,25.42,Winter,0,78
2022-01-05,S004,P0007,Groceries,West,253,81,0,28.22,5,Cloudy,0,25.1,Winter,0,93
2022-01-05,S004,P0008,Furniture,West,103,74,96,89.39,20,Cloudy,1,88.36,Winter,0,96
2022-01-05,S004,P0009,Clothing,West,592,115,0,96.07,20,Cloudy,1,107.21,Winter,0,107
2022-01-05,S004,P0010,Groceries,West,597,218,784,29.29,20,Cloudy,1,31.07,Winter,0,222
2022-01-05,S004,P0011,Clothing,West,293,146,0,61.57,15,Cloudy,1,72.03,Winter,0,159
2022-01-05,S004,P0012,Electronics,West,83,83,131,111.58,20,Cloudy,1,131.13,Winter,0,158
2022-01-05,S004,P0013,Groceries,West,721,83,0,20.75,5,Cloudy,0,23.49,Winter,0,117
2022-01-05,S004,P0014,Furniture,West,223,46,0,119.71,25,Cloudy,1,119.28,Winter,0,48
2022-01-05,S004,P0015,Furniture,West,200,53,0,89.97,5,Cloudy,0,88.43,Winter,0,54
2022-01-05,S004,P0016,Furniture,West,126,83,0,107.39,20,Cloudy,1,91.29,Winter,0,97
2022-01-05,S004,P0017,Clothing,West,228,114,188,131.36,0,Cloudy,0,130.43,Winter,0,180
2022-01-05,S004,P0018,Furniture,West,106,106,119,147.45,20,Cloudy,1,176.11,Winter,0,114
2022-01-05,S004,P0019,Clothing,West,89,54,96,43.1,25,Cloudy,1,47.26,Winter,0,83
2022-01-05,S004,P0020,Furniture,West,204,99,0,120.97,15,Cloudy,1,117.68,Winter,0,83
2022-01-05,S005,P0001,Groceries,North,258,163,339,13.08,10,Snowy,1,14.13,Winter,0,161
2022-01-05,S005,P0002,Electronics,North,397,86,0,40.3,0,Snowy,0,42.73,Winter,0,86
2022-01-05,S005,P0003,Toys,North,123,71,104,29.04,10,Snowy,0,28.91,Winter,0,99
2022-01-05,S005,P0004,Groceries,North,161,106,117,7.01,10,Snowy,1,8.17,Winter,0,102
2022-01-05,S005,P0005,Groceries,North,35,35,0,10.42,25,Snowy,1,11.06,Winter,0,53
2022-01-05,S005,P0006,Groceries,North,300,121,0,52.86,15,Snowy,1,60.89,Winter,0,111
2022-01-05,S005,P0007,Groceries,North,159,127,0,77.36,10,Snowy,0,88.65,Winter,0,112
2022-01-05,S005,P0008,Groceries,North,196,117,0,59.97,15,Snowy,1,59.38,Winter,0,118
2022-01-05,S005,P0009,Groceries,North,170,74,0,73.22,25,Snowy,1,80.3,Winter,0,103
2022-01-05,S005,P0010,Groceries,North,963,144,0,53.57,25,Snowy,1,61.18,Winter,0,157
2022-01-05,S005,P0011,Electronics,North,0,0,0,76.89,10,Snowy,1,86.57,Winter,0,114
2022-01-05,S005,P0012,Furniture,North,371,66,0,123.61,10,Snowy,1,111.52,Winter,0,77
2022-01-05,S005,P0013,Groceries,North,458,37,0,66.97,0,Snowy,0,64.97,Winter,0,54
2022-01-05,S005,P0014,Furniture,North,143,60,0,133.69,20,Snowy,1,154.85,Winter,0,77
2022-01-05,S005,P0015,Groceries,North,249,105,194,45.39,10,Snowy,0,53.16,Winter,0,100
2022-01-05,S005,P0016,Toys,North,295,92,0,33.68,15,Snowy,1,40.17,Winter,0,134
2022-01-05,S005,P0017,Toys,North,174,71,0,37.15,0,Snowy,0,32.24,Winter,0,76
2022-01-05,S005,P0018,Clothing,North,105,34,0,13.19,25,Snowy,1,14.95,Winter,0,37
2022-01-05,S005,P0019,Furniture,North,121,84,176,124.92,15,Snowy,1,123.38,Winter,0,75
2022-01-05,S005,P0020,Toys,North,139,65,118,25.81,20,Snowy,1,28.69,Winter,0,108
2022-01-06,S001,P0001,Electronics,North,190,98,308,84.03,0,Sunny,0,95.54,Winter,0,146
2022-01-06,S001,P0002,Clothing,North,156,86,103,55.73,20,Sunny,1,67.09,Winter,0,115
2022-01-06,S001,P0003,Clothing,North,456,97,442,62.85,5,Sunny,0,61.5,Winter,0,138
2022-01-06,S001,P0004,Electronics,North,146,41,115,76.7,25,Sunny,1,69.92,Winter,0,65
2022-01-06,S001,P0005,Groceries,North,667,71,0,55.13,10,Sunny,0,54.53,Winter,0,92
2022-01-06,S001,P0006,Toys,North,310,130,440,44.53,10,Sunny,0,38.82,Winter,0,138
2022-01-06,S001,P0007,Groceries,North,735,110,0,28.44,0,Sunny,0,27.95,Winter,0,125
2022-01-06,S001,P0008,Electronics,North,84,84,108,47.69,5,Sunny,0,43.48,Winter,0,114
2022-01-06,S001,P0009,Clothing,North,225,152,151,100.31,10,Sunny,1,109.87,Winter,0,170
2022-01-06,S001,P0010,Furniture,North,712,37,0,118.84,0,Sunny,0,135.43,Winter,0,54
2022-01-06,S001,P0011,Furniture,North,240,96,197,135.85,25,Sunny,1,115.6,Winter,0,91
2022-01-06,S001,P0012,Groceries,North,271,100,0,79.21,5,Sunny,0,70.24,Winter,0,85
2022-01-06,S001,P0013,Toys,North,160,142,181,33.78,15,Sunny,1,37.71,Winter,0,154
2022-01-06,S001,P0014,Groceries,North,246,138,0,88.88,5,Sunny,0,83.07,Winter,0,165
2022-01-06,S001,P0015,Toys,North,71,71,91,16.63,0,Sunny,0,19.71,Winter,0,106
2022-01-06,S001,P0016,Groceries,North,685,71,0,36.35,5,Sunny,0,40.11,Winter,0,94
2022-01-06,S001,P0017,Toys,North,78,78,138,24.24,10,Sunny,0,21.31,Winter,0,132
2022-01-06,S001,P0018,Groceries,North,231,123,0,60.31,10,Sunny,0,58.34,Winter,0,112
2022-01-06,S001,P0019,Furniture,North,72,72,69,110.01,5,Sunny,0,121.77,Winter,0,82
2022-01-06,S001,P0020,Furniture,North,432,157,0,129.63,10,Sunny,0,149.36,Winter,0,133
2022-01-06,S002,P0001,Groceries,South,377,128,0,89.44,0,Snowy,0,84.9,Winter,0,113
2022-01-06,S002,P0002,Toys,South,136,69,214,31.48,10,Snowy,1,29.66,Winter,0,96
2022-01-06,S002,P0003,Groceries,South,337,97,0,70.03,10,Snowy,0,79.27,Winter,0,86
2022-01-06,S002,P0004,Groceries,South,182,110,0,37.81,10,Snowy,1,40.19,Winter,0,97
2022-01-06,S002,P0005,Electronics,South,639,55,0,75.35,10,Snowy,0,72.02,Winter,0,53
2022-01-06,S002,P0006,Clothing,South,115,115,148,68.69,10,Snowy,0,63.47,Winter,0,127
2022-01-06,S002,P0007,Toys,South,361,85,0,26.4,10,Snowy,0,24.37,Winter,0,88
2022-01-06,S002,P0008,Groceries,South,140,77,0,22.32,10,Snowy,0,26.84,Winter,0,86
2022-01-06,S002,P0009,Groceries,South,298,113,0,54.33,25,Snowy,1,50.38,Winter,0,129
2022-01-06,S002,P0010,Groceries,South,99,91,140,94.6,5,Snowy,0,89.83,Winter,0,118
2022-01-06,S002,P0011,Groceries,South,353,152,0,92.11,20,Snowy,1,89.74,Winter,0,143
